bin	genus_type	genus_proposed	species_proposed	language	gender	genus_explanation	species_explanation	genus_status	species_status	novelty_method	accession	sequencing_technology	binning_workflow	genome_size	total_contigs	coverage	GC_content	completeness_estimate	contamination_estimate	count_16S	count_tRNA	taxonomy_GTDB	taxonomy_proposed	taxonomy_SILVA	taxonomy_SILVA_perc	sample_name	sample_country	longitude	latitude	sample_type	sample_habitat_broad	sample_habitat_local
MFD09603.bin.1.115	N	Kragelundicola	danicus	N.L.	masch.	Microbe found nearby Kragelund	A species from Denmark	Formerly ''AP-15'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963737145.1	Oxford Nanopore PromethION	mmlong2	5426412	7	16.74671	63.54	95.3	2.38	1	21	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Kragelundicola;s__Kragelundicola danicus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	96.8	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
MFD00008.bin.1.30	N	Vinkelivivens	telluricus	N.L.	masch.	Microbe found nearby Vinkel	A species found in soil	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963702735.1	Oxford Nanopore PromethION	mmlong2	5603848	10	35.187263	63.1	94.23	1.22	1	21	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens telluricus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.5	MFD00008	Denmark	9.3609	55.6058	Soil	Forests	Alluvial woodland
MFD01872.bin.1.85	N	Vinkelivivens	adiacens	N.L.	masch.	Microbe found nearby Vinkel	A species related to but distinct from the existing species	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured eubacterium WD260'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963800375.1	Oxford Nanopore PromethION	mmlong2	4559253	8	43.77985	63.46	95.27	0.94	1	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens adiacens	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured eubacterium WD260	99.6	MFD01872	Denmark	8.4984	55.6264	Soil	"Bogs, mires and fens"	Alkaline fens
MFD01872.bin.3.168	N	Vinkelivivens	proximus	N.L.	masch.	Microbe found nearby Vinkel	A species related to but distinct from the existing species	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured eubacterium WD260'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963727045.1	Oxford Nanopore PromethION	mmlong2	4461011	2	26.843443	62.94	94.89	2.38	1	21	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens proximus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured eubacterium WD260	99.7	MFD01872	Denmark	8.4984	55.6264	Soil	"Bogs, mires and fens"	Alkaline fens
MFD04540.bin.1.39	N	Vinkelivivens	terreum	N.L.	masch.	Microbe found nearby Vinkel	A species found in soil	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963756845.1	Oxford Nanopore PromethION	mmlong2	4660249	9	45.70169	61.12	98.37	1.04	1	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens terreum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.4	MFD04540	Denmark	9.344	54.8082	Soil	Forests	Bog woodland
MFD05513.bin.1.166	N	Vinkelivivens	scandius	N.L.	masch.	Microbe found nearby Vinkel	A species from Scandinavia	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963779985.1	Oxford Nanopore PromethION	mmlong2	4303897	4	28.88151	61.92	93.13	0.9	1	21	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens scandius	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.5	MFD05513	Denmark	10.1282	55.9873	Soil	Forests	Temperate forests
MFD05580.bin.1.136	N	Vinkelivivens	terrestris	N.L.	masch.	Microbe found nearby Vinkel	A species found in soil	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963771115.1	Oxford Nanopore PromethION	mmlong2	5302938	9	69.117	63.28	97.17	2.06	1	21	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens terrestris	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD05580	Denmark	9.5148	56.3838	Soil	"Bogs, mires and fens"	Active raised bogs
MFD05580.bin.1.149	N	Vinkelivivens	propinquus	N.L.	masch.	Microbe found nearby Vinkel	A species related to but distinct from the existing species	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963774475.1	Oxford Nanopore PromethION	mmlong2	5502649	10	30.92379	61.6	98.27	2.32	1	22	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens propinquus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.7	MFD05580	Denmark	9.5148	56.3838	Soil	"Bogs, mires and fens"	Active raised bogs
MFD05705.bin.1.16	N	Vinkelivivens	aridus	N.L.	masch.	Microbe found nearby Vinkel	A species found in sand	Formerly ''Bog-1198'' in GTDB R220	Formerly ''uncultured Steroidobacter sp.'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963721095.1	Oxford Nanopore PromethION	mmlong2	4875673	10	31.36987	60.51	95.34	2.11	1	21	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens aridus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Steroidobacter sp.	99.3	MFD05705	Denmark	8.2063	55.7153	Soil	Dunes	Humid dune slacks
MFD05705.bin.1.35	N	Vinkelivivens	vicinus	N.L.	masch.	Microbe found nearby Vinkel	A species related to but distinct from the existing species	Formerly ''Bog-1198'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963769815.1	Oxford Nanopore PromethION	mmlong2	5209690	9	21.29061	64.19	96.8	0.8	1	22	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens vicinus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.2	MFD05705	Denmark	8.2063	55.7153	Soil	Dunes	Humid dune slacks
MFD09286.bin.1.248	N	Vinkelivivens	humicus	N.L.	masch.	Microbe found nearby Vinkel	A species found in soil	Formerly ''Bog-1198'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963710435.1	Oxford Nanopore PromethION	mmlong2	5671970	9	48.15116	63.74	100	2.6	1	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Vinkelivivens;s__Vinkelivivens humicus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__WD260;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.1	MFD09286	Denmark	8.26815	56.81197	Soil	Dunes	Decalcified Empetrum dunes
MFD00082.bin.c.8	N	Vangiana	tellurica	N.L.	fem.	Microbe found nearby Vang	A species found in soil	Formerly ''Bog-1340'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963716205.1	Oxford Nanopore PromethION	mmlong2	681747	1	27.166714	41.16	94.52	0.02	1	21	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__GWA1-40-21;g__Bog-1340;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Vangianaceae;g__Vangiana;s__Vangiana tellurica	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	88	MFD00082	Denmark	9.974	56.7952	Soil	"Bogs, mires and fens"	Degraded raised bog
MFD03726.bin.1.60	N	Vangiana	affinis	N.L.	fem.	Microbe found nearby Vang	A species related to but distinct from the existing species	Formerly ''Bog-1340'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963804975.1	Oxford Nanopore PromethION	mmlong2	681208	3	26.17508	39.36	93.37	0.18	1	21	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__GWA1-40-21;g__Bog-1340;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Vangianaceae;g__Vangiana;s__Vangiana affinis	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	92.3	MFD03726	Denmark	9.3209	55.2451	Sediment	Freshwater	Enclosed water
MFD03726.bin.1.125	N	Steppingicola	contiguus	N.L.	masch.	Microbe found nearby Stepping	A species related to but distinct from the existing species	Formerly ''Bog-366'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963804995.1	Oxford Nanopore PromethION	mmlong2	7552380	9	19.2812	58.48	92	1.51	1	22	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__Bog-366;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Steppingicolales;f__Steppingicolaceae;g__Steppingicola;s__Steppingicola contiguus	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup 13;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	97.5	MFD03726	Denmark	9.3209	55.2451	Sediment	Freshwater	Enclosed water
MFD04408.bin.c.4	N	Kvaersiplasma	nordicum	N.L.	neut.	Microbe found nearby Kvaers	A species from the Nordic region	Formerly ''Bog-38'' in GTDB R220	Formerly ''uncultured Methanomicrobiales archaeon'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963701995.1	Oxford Nanopore PromethION	mmlong2	2115296	1	119.9378	52.33	90.08	0.32	1	22	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Unclassified	d__Archaea;p__Halobacteriota;c__Kvaersiplasmatia;o__Kvaersiplasmatales;f__Kvaersiplasmataceae;g__Kvaersiplasma;s__Kvaersiplasma nordicum	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Rice Cluster II;g__Incertae Sedis;s__uncultured Methanomicrobiales archaeon	99.2	MFD04408	Denmark	9.5294	55.2455	Sediment	Freshwater	"Rainwater basin, City"
MFD00731.bin.1.11	N	Linaavivens	scandius	N.L.	masch.	Microbe found nearby Linaa	A species from Scandinavia	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured forest soil bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963788125.1	Oxford Nanopore PromethION	mmlong2	4806966	3	33.38424	67.05	95.01	3.64	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens scandius	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured forest soil bacterium	99.7	MFD00731	Denmark	10.2307	56.2289	Soil	Dunes	Inland dunes Empetrum nigrum
MFD00731.bin.1.165	N	Linaavivens	aridus	N.L.	masch.	Microbe found nearby Linaa	A species found in sand	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963787485.1	Oxford Nanopore PromethION	mmlong2	4346502	10	24.681622	66.43	94.58	3.15	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens aridus	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.3	MFD00731	Denmark	10.2307	56.2289	Soil	Dunes	Inland dunes Empetrum nigrum
MFD00731.bin.3.26	N	Linaavivens	propinquus	N.L.	masch.	Microbe found nearby Linaa	A species related to but distinct from the existing species	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963828825.1	Oxford Nanopore PromethION	mmlong2	4524576	9	23.281126	67.66	96.33	3.39	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens propinquus	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.8	MFD00731	Denmark	10.2307	56.2289	Soil	Dunes	Inland dunes Empetrum nigrum
MFD01872.bin.1.220	N	Linaavivens	nordicus	N.L.	masch.	Microbe found nearby Linaa	A species from the Nordic region	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963764305.1	Oxford Nanopore PromethION	mmlong2	4940799	10	19.565012	67.74	90.55	4.05	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens nordicus	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.7	MFD01872	Denmark	8.4984	55.6264	Soil	"Bogs, mires and fens"	Alkaline fens
MFD02248.bin.2.70	N	Linaavivens	terrestris	N.L.	masch.	Microbe found nearby Linaa	A species found in soil	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963750075.1	Oxford Nanopore PromethION	mmlong2	4284624	10	45.563522	69.53	90.94	2.59	1	21	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens terrestris	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.9	MFD02248	Denmark	10.9751	57.2786	Soil	Temperate heath and scrub	Wet heath
MFD02416.bin.1.94	N	Linaavivens	septentrionalis	N.L.	masch.	Microbe found nearby Linaa	A species from the north	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963782415.1	Oxford Nanopore PromethION	mmlong2	4071621	9	19.85257	67.15	91.28	1.41	1	21	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens septentrionalis	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.4	MFD02416	Denmark	9.5553	56.8577	Soil	Coastal	Inland salt meadows
MFD04540.bin.1.34	N	Linaavivens	humicus	N.L.	masch.	Microbe found nearby Linaa	A species found in soil	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured actinobacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963766995.1	Oxford Nanopore PromethION	mmlong2	3319476	3	38.80082	63.3	93.12	1.06	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens humicus	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured actinobacterium	99	MFD04540	Denmark	9.344	54.8082	Soil	Forests	Bog woodland
MFD04967.bin.1.220	N	Linaavivens	telluricus	N.L.	masch.	Microbe found nearby Linaa	A species found in soil	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963738135.1	Oxford Nanopore PromethION	mmlong2	4469234	10	28.40708	67.26	91.31	2.95	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens telluricus	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.5	MFD04967	Denmark	10.5207	54.8533	Soil	Forests	Temperate forests
MFD05512.bin.2.101	N	Linaavivens	glebicus	N.L.	masch.	Microbe found nearby Linaa	A species found in soil	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963721585.1	Oxford Nanopore PromethION	mmlong2	4472869	9	34.7137	67.44	92.9	2.61	1	21	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens glebicus	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.5	MFD05512	Denmark	12.3921	55.7882	Soil	Forests	Bog woodland
MFD05705.bin.1.152	N	Linaavivens	similis	N.L.	masch.	Microbe found nearby Linaa	A species related to but distinct from the existing species	Formerly ''Bog-473'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963726135.1	Oxford Nanopore PromethION	mmlong2	4445649	8	25.08402	68.12	91.19	4.9	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Linaavivens;s__Linaavivens similis	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99.8	MFD05705	Denmark	8.2063	55.7153	Soil	Dunes	Humid dune slacks
MFD04540.bin.1.70	N	Vissingium	scandium	N.L.	neut.	Microbe found nearby Soender Vissing	A species from Scandinavia	Formerly ''Bog-564'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963714125.1	Oxford Nanopore PromethION	mmlong2	4014820	1	69.62903	65.41	94.95	1.68	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8190;g__Bog-564;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8190;g__Vissingium;s__Vissingium scandium	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	97.9	MFD04540	Denmark	9.344	54.8082	Soil	Forests	Bog woodland
MFD09603.bin.1.273	N	Vissingium	proximum	N.L.	neut.	Microbe found nearby Soender Vissing	A species related to but distinct from the existing species	Formerly ''Bog-564'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963737015.1	Oxford Nanopore PromethION	mmlong2	3542342	5	27.68063	64.87	91.64	0.89	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8190;g__Bog-564;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8190;g__Vissingium;s__Vissingium proximum	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured forest soil bacterium	97.1	MFD09603	Denmark	14.9796	55.2067	Soil	Rocky habitats and caves	Siliceous rocky slopes
MFD00082.bin.1.10	N	Haesingesoma	europaeum	N.L.	neut.	Microbe found nearby Oester Haesinge	A species from Europe	Formerly ''Bog-756'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963718405.1	Oxford Nanopore PromethION	mmlong2	4492238	5	16.433638	67.7	90.31	2.05	1	22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Vonsildianaceae;g__Haesingesoma;s__Haesingesoma europaeum	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Incertae Sedis;s__uncultured bacterium	99	MFD00082	Denmark	9.974	56.7952	Soil	"Bogs, mires and fens"	Degraded raised bog
